product,content,date_time,sentiments
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-22 12:07:12,t
Google Pixel,Why is my Google Pixel overheating?,2016-08-21 15:11:44,t
OnePlus,The OnePlus has exceeded my expectations!,2016-09-12 15:13:31,t
OnePlus,Battery life on the OnePlus could be better.,2016-09-05 20:05:45,t
OnePlus,The OnePlus has exceeded my expectations!,2016-09-21 08:40:45,t
iPhone,The iPhone is really sleek and fast.,2016-07-09 23:45:22,t
OnePlus,The camera on the OnePlus is disappointing.,2016-08-28 20:00:26,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-07 23:15:57,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-24 10:19:19,t
Xiaomi,The Xiaomi is a great value for the price.,2016-07-07 20:22:20,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-07-01 21:44:29,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-16 00:31:08,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-14 20:03:44,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-25 07:55:24,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-08-07 22:17:16,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-24 02:28:22,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-24 16:09:23,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-29 13:13:37,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-07-08 01:09:27,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-12 08:38:36,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-10 12:49:19,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-03 15:36:18,t
iPhone,My iPhone runs all my apps smoothly.,2016-07-15 01:08:04,t
iPhone,The iPhone has exceeded my expectations!,2016-08-31 03:30:31,t
Xiaomi,My Xiaomi is slower than expected.,2016-07-25 04:15:58,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-23 22:32:41,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-02 10:20:38,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-06 20:26:20,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-08 01:39:45,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-09-21 21:44:54,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-17 07:22:43,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-12 21:17:35,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-05 08:15:04,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-19 11:16:08,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-09-19 19:24:11,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-17 10:50:10,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-10 23:30:00,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-25 18:51:28,t
Google Pixel,Why is my Google Pixel overheating?,2016-07-26 00:17:47,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-16 11:17:55,t
iPhone,My iPhone runs all my apps smoothly.,2016-09-02 09:04:43,t
iPhone,The iPhone has exceeded my expectations!,2016-09-01 06:16:21,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-03 03:27:22,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-23 16:38:42,t
iPhone,The camera on the iPhone is disappointing.,2016-07-14 20:49:00,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-01 10:51:57,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-28 00:19:47,t
OnePlus,Why is my OnePlus overheating?,2016-09-03 23:18:16,t
iPhone,Just got my new iPhone! Loving it so far.,2016-08-10 22:05:21,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-25 19:35:24,t
Xiaomi,The Xiaomi is really sleek and fast.,2016-09-10 02:02:14,t
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-07-11 00:10:11,t
OnePlus,My OnePlus is slower than expected.,2016-07-27 12:18:33,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-28 19:33:55,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-23 09:14:02,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-14 08:02:03,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-29 20:58:26,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-07-14 11:42:45,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-29 00:45:17,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-07-13 14:32:23,t
OnePlus,Battery life on the OnePlus could be better.,2016-07-28 12:13:02,t
iPhone,The camera on the iPhone is disappointing.,2016-08-26 12:05:23,t
Xiaomi,Why is my Xiaomi overheating?,2016-09-08 19:31:22,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-05 00:19:40,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-19 03:05:04,t
iPhone,Why is my iPhone overheating?,2016-07-09 19:17:33,t
OnePlus,The OnePlus is a great value for the price.,2016-08-12 08:52:06,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-24 22:15:38,t
iPhone,Just got my new iPhone! Loving it so far.,2016-09-25 05:17:11,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-07-12 05:18:13,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-07 03:49:50,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-24 18:34:37,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-07-11 01:51:30,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-26 01:50:30,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-07 05:48:26,t
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-08-09 14:36:25,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-09-17 15:39:42,t
iPhone,The iPhone is a great value for the price.,2016-08-26 10:02:45,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-18 03:55:54,t
OnePlus,Battery life on the OnePlus could be better.,2016-07-23 22:34:47,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-27 00:19:29,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-08-17 07:38:09,t
Google Pixel,Why is my Google Pixel overheating?,2016-08-12 04:47:32,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-26 13:41:51,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-09-23 18:09:00,t
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-07-11 21:51:43,t
Google Pixel,My Google Pixel is slower than expected.,2016-08-13 20:47:46,t
iPhone,Battery life on the iPhone is excellent.,2016-09-24 17:31:23,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-14 00:21:26,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-20 19:43:18,t
iPhone,Really happy with the performance of my new iPhone.,2016-08-19 20:49:34,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-25 08:40:10,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-30 17:44:44,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-09-21 23:18:11,t
iPhone,The camera on the iPhone is disappointing.,2016-07-16 21:03:13,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-25 20:48:06,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-18 19:08:47,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-07-30 01:55:40,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-08-31 09:44:10,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-16 22:08:35,t
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-07-09 04:07:07,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-09-24 04:38:57,t
Xiaomi,My Xiaomi is slower than expected.,2016-08-19 00:42:52,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-02 17:53:17,t
Google Pixel,My Google Pixel is slower than expected.,2016-08-19 10:25:44,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-07-02 21:22:09,t
iPhone,The iPhone is really sleek and fast.,2016-09-16 10:06:08,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-30 04:09:50,t
iPhone,The camera on the iPhone is disappointing.,2016-09-06 11:48:46,t
OnePlus,The camera on the OnePlus is disappointing.,2016-07-19 05:24:55,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-20 02:09:54,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-23 13:32:26,t
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-15 02:27:35,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-07-08 10:11:35,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-01 18:15:12,t
Xiaomi,The Xiaomi is a great value for the price.,2016-07-04 01:54:45,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-09 20:06:23,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-09-14 22:00:22,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-31 02:12:04,t
iPhone,My iPhone is slower than expected.,2016-07-01 12:38:23,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-07-27 02:22:53,t
Google Pixel,My Google Pixel is slower than expected.,2016-07-23 07:30:43,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-22 02:38:09,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-30 08:09:37,t
OnePlus,The OnePlus has exceeded my expectations!,2016-08-03 09:04:25,t
OnePlus,Battery life on the OnePlus could be better.,2016-09-07 08:05:04,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-17 06:39:37,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-26 17:37:28,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-19 06:45:53,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-26 23:42:26,t
iPhone,The camera on the iPhone is disappointing.,2016-09-01 07:16:16,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-21 05:59:19,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-13 15:35:02,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-08-29 13:40:29,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-22 03:23:34,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-15 22:14:01,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-02 21:53:53,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-02 20:04:19,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-09 04:58:39,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-08 17:04:31,t
iPhone,The iPhone is really sleek and fast.,2016-08-13 12:12:08,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-23 02:37:49,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-09-07 01:22:47,t
iPhone,The camera quality on the iPhone is amazing.,2016-09-22 01:11:56,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-16 23:47:19,t
iPhone,My iPhone runs all my apps smoothly.,2016-08-02 16:25:15,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-27 23:19:13,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-09-18 02:00:03,t
Google Pixel,Why is my Google Pixel overheating?,2016-08-16 23:21:11,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-07 21:04:35,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-08-14 07:50:56,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-12 15:01:31,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-07-04 16:04:16,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-01 15:01:04,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-05 06:36:22,t
Xiaomi,The Xiaomi is a great value for the price.,2016-09-20 12:35:26,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-16 16:45:47,t
OnePlus,The OnePlus has exceeded my expectations!,2016-07-30 11:08:21,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-28 22:36:51,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-13 14:18:47,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-31 16:35:03,t
iPhone,Battery life on the iPhone is excellent.,2016-08-06 22:05:14,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-08-18 20:58:23,t
iPhone,The camera on the iPhone is disappointing.,2016-08-17 11:15:54,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-07-04 13:23:50,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-01 17:14:52,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-01 12:09:24,t
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-07-05 18:28:45,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-20 14:48:56,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-29 05:31:16,t
iPhone,Really happy with the performance of my new iPhone.,2016-09-14 02:55:55,t
iPhone,The iPhone has exceeded my expectations!,2016-08-15 06:57:59,t
Google Pixel,The Google Pixel is a great value for the price.,2016-07-15 23:15:23,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-08-27 23:11:00,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-09 19:59:36,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-07 13:36:12,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-17 19:31:55,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-20 23:43:40,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-06 11:12:21,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-03 17:17:25,t
iPhone,I'm impressed with the build quality of the iPhone.,2016-08-22 10:30:54,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-08 10:50:59,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-15 16:23:00,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-07-27 23:32:56,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-02 08:28:50,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-06 02:24:08,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-07-07 14:17:04,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-08-21 00:25:13,t
Google Pixel,My Google Pixel is slower than expected.,2016-08-21 13:46:53,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-05 18:52:23,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-24 15:31:37,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-16 21:32:09,t
iPhone,I'm impressed with the build quality of the iPhone.,2016-09-06 12:53:33,t
OnePlus,My OnePlus is slower than expected.,2016-07-31 23:55:35,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-01 17:12:56,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-12 15:58:58,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-09-12 01:04:06,t
Google Pixel,The Google Pixel is a great value for the price.,2016-09-01 15:14:52,t
iPhone,Why is my iPhone overheating?,2016-07-03 17:37:22,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-15 23:25:51,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-19 10:46:58,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-09-04 10:50:35,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-09 01:22:57,t
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-02 22:03:33,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-17 10:56:09,t
iPhone,Just got my new iPhone! Loving it so far.,2016-08-06 07:43:43,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-09-03 07:37:23,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-07-06 20:24:49,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-29 03:47:21,t
iPhone,Battery life on the iPhone is excellent.,2016-08-15 19:06:19,t
iPhone,The camera on the iPhone is disappointing.,2016-08-06 15:37:32,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-30 20:51:42,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-21 00:09:38,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-20 02:23:07,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-24 23:00:28,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-15 13:27:30,t
OnePlus,The OnePlus is a great value for the price.,2016-08-23 22:49:08,t
Xiaomi,The Xiaomi is a great value for the price.,2016-08-07 17:39:36,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-03 21:57:30,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-09-08 11:33:56,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-09 15:01:03,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-17 02:14:09,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-05 23:33:25,t
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-16 04:55:24,t
Xiaomi,Why is my Xiaomi overheating?,2016-07-15 00:16:54,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-02 20:31:22,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-11 23:27:17,t
Xiaomi,The Xiaomi is a great value for the price.,2016-07-30 22:44:31,t
iPhone,I'm impressed with the build quality of the iPhone.,2016-08-01 21:26:33,t
Google Pixel,My Google Pixel is slower than expected.,2016-08-13 06:52:00,t
iPhone,I'm impressed with the build quality of the iPhone.,2016-08-16 16:38:21,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-09-26 11:03:55,t
iPhone,Just got my new iPhone! Loving it so far.,2016-08-11 23:55:47,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-03 21:46:46,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-08-10 21:05:36,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-17 23:47:56,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-27 03:19:58,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-11 21:54:57,t
iPhone,Battery life on the iPhone is excellent.,2016-08-01 11:12:40,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-24 22:04:58,t
iPhone,Just got my new iPhone! Loving it so far.,2016-08-08 17:02:10,t
Google Pixel,My Google Pixel is slower than expected.,2016-09-28 11:34:32,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-07-23 01:57:23,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-09 03:47:47,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-21 23:36:01,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-07 10:32:28,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-13 12:53:40,t
Xiaomi,The Xiaomi is really sleek and fast.,2016-07-06 01:31:49,t
iPhone,The camera quality on the iPhone is amazing.,2016-07-30 02:53:35,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-09 23:54:25,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-30 12:31:24,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-07-19 19:13:39,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-01 11:15:32,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-09-08 08:56:22,t
OnePlus,The OnePlus has exceeded my expectations!,2016-09-05 10:49:49,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-13 19:25:29,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-01 10:23:21,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-03 17:28:53,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-13 14:18:51,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-03 18:43:51,t
iPhone,The iPhone is a great value for the price.,2016-07-25 07:30:14,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-02 14:50:44,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-11 07:27:51,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-07-17 18:35:06,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-23 10:15:00,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-31 08:53:57,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-08 17:26:39,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-10 02:50:55,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-04 21:28:48,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-24 21:33:13,t
OnePlus,The OnePlus has exceeded my expectations!,2016-07-21 01:32:32,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-11 14:15:52,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-15 08:31:15,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-25 16:10:50,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-02 23:40:12,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-28 08:40:53,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-06 01:39:07,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-07-22 22:03:27,t
OnePlus,The OnePlus is really sleek and fast.,2016-08-21 08:52:05,t
iPhone,Really happy with the performance of my new iPhone.,2016-09-11 10:12:14,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-17 21:42:38,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-08-29 12:57:15,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-08-02 14:55:15,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-08-06 00:29:05,t
iPhone,My iPhone is slower than expected.,2016-07-11 08:04:38,t
Google Pixel,My Google Pixel is slower than expected.,2016-09-14 14:36:34,t
Xiaomi,The Xiaomi is really sleek and fast.,2016-08-15 14:10:36,t
Xiaomi,My Xiaomi is slower than expected.,2016-07-11 00:33:08,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-09-11 22:32:37,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-13 09:58:34,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-04 22:08:17,t
OnePlus,Why is my OnePlus overheating?,2016-08-24 23:46:29,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-08-27 01:10:10,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-06 11:02:00,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-15 01:47:07,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-21 02:22:56,t
iPhone,Why is my iPhone overheating?,2016-07-09 16:54:48,t
iPhone,My iPhone runs all my apps smoothly.,2016-09-09 13:25:53,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-09 03:25:48,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-22 13:41:55,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-16 21:06:35,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-20 14:04:22,t
iPhone,Battery life on the iPhone is excellent.,2016-09-20 22:46:58,t
Xiaomi,The Xiaomi is really sleek and fast.,2016-08-21 10:27:16,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-30 03:04:47,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-29 09:45:49,t
OnePlus,The camera on the OnePlus is disappointing.,2016-09-28 15:43:14,t
Xiaomi,The Xiaomi is a great value for the price.,2016-07-15 12:53:45,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-07 17:55:20,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-24 00:23:48,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-20 07:37:45,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-09-23 10:56:57,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-26 15:29:54,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-09-17 01:54:14,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-08-13 00:07:57,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-26 10:54:29,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-26 07:28:49,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-29 01:17:18,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-24 10:55:06,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-09-13 10:35:00,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-06 16:20:37,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-07-05 09:21:25,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-22 10:47:04,t
iPhone,The camera quality on the iPhone is amazing.,2016-08-17 04:42:14,t
Xiaomi,Why is my Xiaomi overheating?,2016-07-27 22:37:05,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-07-17 14:25:48,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-26 16:15:44,t
iPhone,The camera quality on the iPhone is amazing.,2016-07-06 22:03:19,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-07-18 21:16:25,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-22 13:19:52,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-14 03:51:36,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-01 04:17:55,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-19 07:29:00,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-07-09 11:54:10,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-26 10:55:59,t
OnePlus,The OnePlus is really sleek and fast.,2016-08-05 22:11:33,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-08-17 18:56:38,t
Google Pixel,The Google Pixel is a great value for the price.,2016-07-18 07:11:02,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-20 23:38:37,t
