product,content,date_time
OnePlus,My OnePlus is slower than expected.,2016-07-27 12:18:33
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-28 19:33:55
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-23 09:14:02
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-14 08:02:03
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-29 20:58:26
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-07-14 11:42:45
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-29 00:45:17
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-07-13 14:32:23
OnePlus,Battery life on the OnePlus could be better.,2016-07-28 12:13:02
iPhone,The camera on the iPhone is disappointing.,2016-08-26 12:05:23
Xiaomi,Why is my Xiaomi overheating?,2016-09-08 19:31:22
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-05 00:19:40
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-19 03:05:04
iPhone,Why is my iPhone overheating?,2016-07-09 19:17:33
OnePlus,The OnePlus is a great value for the price.,2016-08-12 08:52:06
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-24 22:15:38
iPhone,Just got my new iPhone! Loving it so far.,2016-09-25 05:17:11
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-07-12 05:18:13
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-07 03:49:50
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-24 18:34:37
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-07-11 01:51:30
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-26 01:50:30
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-07 05:48:26
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-08-09 14:36:25
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-09-17 15:39:42
iPhone,The iPhone is a great value for the price.,2016-08-26 10:02:45
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-18 03:55:54
OnePlus,Battery life on the OnePlus could be better.,2016-07-23 22:34:47
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-27 00:19:29
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-08-17 07:38:09
Google Pixel,Why is my Google Pixel overheating?,2016-08-12 04:47:32
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-26 13:41:51
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-09-23 18:09:00
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-07-11 21:51:43
Google Pixel,My Google Pixel is slower than expected.,2016-08-13 20:47:46
iPhone,Battery life on the iPhone is excellent.,2016-09-24 17:31:23
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-14 00:21:26
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-20 19:43:18
iPhone,Really happy with the performance of my new iPhone.,2016-08-19 20:49:34
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-25 08:40:10
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-30 17:44:44
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-09-21 23:18:11
iPhone,The camera on the iPhone is disappointing.,2016-07-16 21:03:13
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-25 20:48:06
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-18 19:08:47
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-07-30 01:55:40
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-08-31 09:44:10
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-16 22:08:35
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-07-09 04:07:07
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-09-24 04:38:57
Xiaomi,My Xiaomi is slower than expected.,2016-08-19 00:42:52
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-02 17:53:17
Google Pixel,My Google Pixel is slower than expected.,2016-08-19 10:25:44
Google Pixel,The camera on the Google Pixel is disappointing.,2016-07-02 21:22:09
iPhone,The iPhone is really sleek and fast.,2016-09-16 10:06:08
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-30 04:09:50
iPhone,The camera on the iPhone is disappointing.,2016-09-06 11:48:46
OnePlus,The camera on the OnePlus is disappointing.,2016-07-19 05:24:55
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-20 02:09:54
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-23 13:32:26
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-15 02:27:35
Google Pixel,Battery life on the Google Pixel is excellent.,2016-07-08 10:11:35
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-01 18:15:12
Xiaomi,The Xiaomi is a great value for the price.,2016-07-04 01:54:45
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-09 20:06:23
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-09-14 22:00:22
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-31 02:12:04
iPhone,My iPhone is slower than expected.,2016-07-01 12:38:23
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-07-27 02:22:53
Google Pixel,My Google Pixel is slower than expected.,2016-07-23 07:30:43
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-22 02:38:09
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-30 08:09:37
OnePlus,The OnePlus has exceeded my expectations!,2016-08-03 09:04:25
OnePlus,Battery life on the OnePlus could be better.,2016-09-07 08:05:04
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-17 06:39:37
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-26 17:37:28
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-19 06:45:53
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-26 23:42:26
iPhone,The camera on the iPhone is disappointing.,2016-09-01 07:16:16
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-21 05:59:19
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-13 15:35:02
iPhone,Having some issues with my iPhone. Anyone else?,2016-08-29 13:40:29
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-22 03:23:34
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-15 22:14:01
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-02 21:53:53
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-02 20:04:19
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-09 04:58:39
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-08 17:04:31
iPhone,The iPhone is really sleek and fast.,2016-08-13 12:12:08
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-23 02:37:49
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-09-07 01:22:47
iPhone,The camera quality on the iPhone is amazing.,2016-09-22 01:11:56
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-16 23:47:19
iPhone,My iPhone runs all my apps smoothly.,2016-08-02 16:25:15
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-27 23:19:13
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-09-18 02:00:03
Google Pixel,Why is my Google Pixel overheating?,2016-08-16 23:21:11
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-07 21:04:35
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-08-14 07:50:56
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-12 15:01:31
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-07-04 16:04:16
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-01 15:01:04
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-05 06:36:22
Xiaomi,The Xiaomi is a great value for the price.,2016-09-20 12:35:26
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-16 16:45:47
OnePlus,The OnePlus has exceeded my expectations!,2016-07-30 11:08:21
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-28 22:36:51
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-13 14:18:47
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-31 16:35:03
iPhone,Battery life on the iPhone is excellent.,2016-08-06 22:05:14
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-08-18 20:58:23
iPhone,The camera on the iPhone is disappointing.,2016-08-17 11:15:54
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-07-04 13:23:50
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-01 17:14:52
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-01 12:09:24
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-07-05 18:28:45
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-20 14:48:56
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-29 05:31:16
iPhone,Really happy with the performance of my new iPhone.,2016-09-14 02:55:55
iPhone,The iPhone has exceeded my expectations!,2016-08-15 06:57:59
Google Pixel,The Google Pixel is a great value for the price.,2016-07-15 23:15:23
Google Pixel,The camera on the Google Pixel is disappointing.,2016-08-27 23:11:00
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-09 19:59:36
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-07 13:36:12
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-17 19:31:55
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-20 23:43:40
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-06 11:12:21
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-03 17:17:25
iPhone,I'm impressed with the build quality of the iPhone.,2016-08-22 10:30:54
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-08 10:50:59
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-15 16:23:00
iPhone,Having some issues with my iPhone. Anyone else?,2016-07-27 23:32:56
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-02 08:28:50
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-06 02:24:08
Google Pixel,Battery life on the Google Pixel is excellent.,2016-07-07 14:17:04
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-08-21 00:25:13
Google Pixel,My Google Pixel is slower than expected.,2016-08-21 13:46:53
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-05 18:52:23
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-24 15:31:37
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-16 21:32:09
iPhone,I'm impressed with the build quality of the iPhone.,2016-09-06 12:53:33
OnePlus,My OnePlus is slower than expected.,2016-07-31 23:55:35
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-01 17:12:56
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-12 15:58:58
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-09-12 01:04:06
Google Pixel,The Google Pixel is a great value for the price.,2016-09-01 15:14:52
iPhone,Why is my iPhone overheating?,2016-07-03 17:37:22
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-15 23:25:51
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-19 10:46:58
Xiaomi,The Xiaomi has exceeded my expectations!,2016-09-04 10:50:35
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-09 01:22:57
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-02 22:03:33
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-17 10:56:09
iPhone,Just got my new iPhone! Loving it so far.,2016-08-06 07:43:43
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-09-03 07:37:23
iPhone,Having some issues with my iPhone. Anyone else?,2016-07-06 20:24:49
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-29 03:47:21
iPhone,Battery life on the iPhone is excellent.,2016-08-15 19:06:19
iPhone,The camera on the iPhone is disappointing.,2016-08-06 15:37:32
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-30 20:51:42
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-21 00:09:38
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-20 02:23:07
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-24 23:00:28
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-15 13:27:30
OnePlus,The OnePlus is a great value for the price.,2016-08-23 22:49:08
Xiaomi,The Xiaomi is a great value for the price.,2016-08-07 17:39:36
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-03 21:57:30
Xiaomi,Battery life on the Xiaomi is excellent.,2016-09-08 11:33:56
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-09 15:01:03
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-17 02:14:09
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-05 23:33:25
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-16 04:55:24
Xiaomi,Why is my Xiaomi overheating?,2016-07-15 00:16:54
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-02 20:31:22
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-11 23:27:17
Xiaomi,The Xiaomi is a great value for the price.,2016-07-30 22:44:31
iPhone,I'm impressed with the build quality of the iPhone.,2016-08-01 21:26:33
Google Pixel,My Google Pixel is slower than expected.,2016-08-13 06:52:00
iPhone,I'm impressed with the build quality of the iPhone.,2016-08-16 16:38:21
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-09-26 11:03:55
iPhone,Just got my new iPhone! Loving it so far.,2016-08-11 23:55:47
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-03 21:46:46
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-08-10 21:05:36
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-17 23:47:56
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-27 03:19:58
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-11 21:54:57
iPhone,Battery life on the iPhone is excellent.,2016-08-01 11:12:40
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-24 22:04:58
iPhone,Just got my new iPhone! Loving it so far.,2016-08-08 17:02:10
Google Pixel,My Google Pixel is slower than expected.,2016-09-28 11:34:32
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-07-23 01:57:23
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-09 03:47:47
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-21 23:36:01
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-07 10:32:28
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-13 12:53:40
Xiaomi,The Xiaomi is really sleek and fast.,2016-07-06 01:31:49
iPhone,The camera quality on the iPhone is amazing.,2016-07-30 02:53:35
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-09 23:54:25
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-30 12:31:24
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-07-19 19:13:39
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-01 11:15:32
Xiaomi,The camera on the Xiaomi is disappointing.,2016-09-08 08:56:22
OnePlus,The OnePlus has exceeded my expectations!,2016-09-05 10:49:49
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-13 19:25:29
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-01 10:23:21
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-03 17:28:53
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-13 14:18:51
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-03 18:43:51
iPhone,The iPhone is a great value for the price.,2016-07-25 07:30:14
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-02 14:50:44
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-11 07:27:51
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-07-17 18:35:06
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-23 10:15:00
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-31 08:53:57
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-08 17:26:39
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-10 02:50:55
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-04 21:28:48
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-24 21:33:13
OnePlus,The OnePlus has exceeded my expectations!,2016-07-21 01:32:32
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-11 14:15:52
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-15 08:31:15
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-25 16:10:50
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-02 23:40:12
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-28 08:40:53
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-06 01:39:07
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-07-22 22:03:27
OnePlus,The OnePlus is really sleek and fast.,2016-08-21 08:52:05
iPhone,Really happy with the performance of my new iPhone.,2016-09-11 10:12:14
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-17 21:42:38
OnePlus,Really happy with the performance of my new OnePlus.,2016-08-29 12:57:15
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-08-02 14:55:15
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-08-06 00:29:05
iPhone,My iPhone is slower than expected.,2016-07-11 08:04:38
Google Pixel,My Google Pixel is slower than expected.,2016-09-14 14:36:34
Xiaomi,The Xiaomi is really sleek and fast.,2016-08-15 14:10:36
Xiaomi,My Xiaomi is slower than expected.,2016-07-11 00:33:08
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-09-11 22:32:37
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-13 09:58:34
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-04 22:08:17
OnePlus,Why is my OnePlus overheating?,2016-08-24 23:46:29
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-08-27 01:10:10
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-06 11:02:00
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-15 01:47:07
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-21 02:22:56
iPhone,Why is my iPhone overheating?,2016-07-09 16:54:48
iPhone,My iPhone runs all my apps smoothly.,2016-09-09 13:25:53
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-09 03:25:48
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-22 13:41:55
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-16 21:06:35
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-20 14:04:22
iPhone,Battery life on the iPhone is excellent.,2016-09-20 22:46:58
Xiaomi,The Xiaomi is really sleek and fast.,2016-08-21 10:27:16
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-30 03:04:47
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-29 09:45:49
OnePlus,The camera on the OnePlus is disappointing.,2016-09-28 15:43:14
Xiaomi,The Xiaomi is a great value for the price.,2016-07-15 12:53:45
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-07 17:55:20
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-24 00:23:48
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-20 07:37:45
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-09-23 10:56:57
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-26 15:29:54
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-09-17 01:54:14
iPhone,The iPhone keeps crashing. Frustrated!,2016-08-13 00:07:57
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-26 10:54:29
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-26 07:28:49
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-29 01:17:18
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-24 10:55:06
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-09-13 10:35:00
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-06 16:20:37
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-07-05 09:21:25
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-22 10:47:04
iPhone,The camera quality on the iPhone is amazing.,2016-08-17 04:42:14
Xiaomi,Why is my Xiaomi overheating?,2016-07-27 22:37:05
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-07-17 14:25:48
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-26 16:15:44
iPhone,The camera quality on the iPhone is amazing.,2016-07-06 22:03:19
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-07-18 21:16:25
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-22 13:19:52
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-14 03:51:36
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-01 04:17:55
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-19 07:29:00
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-07-09 11:54:10
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-26 10:55:59
OnePlus,The OnePlus is really sleek and fast.,2016-08-05 22:11:33
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-08-17 18:56:38
Google Pixel,The Google Pixel is a great value for the price.,2016-07-18 07:11:02
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-20 23:38:37
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-01 20:35:52
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-13 04:22:18
OnePlus,The camera on the OnePlus is disappointing.,2016-07-15 22:48:35
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-17 20:51:35
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-15 00:53:18
iPhone,Really happy with the performance of my new iPhone.,2016-09-10 07:43:16
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-08 11:25:47
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-26 19:17:24
iPhone,My iPhone is slower than expected.,2016-07-12 06:45:57
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-17 11:07:45
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-07-19 18:23:09
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-30 00:21:28
iPhone,The camera quality on the iPhone is amazing.,2016-07-29 22:39:18
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-16 11:32:52
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-16 20:18:38
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-09-26 11:11:03
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-07-26 05:00:51
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-12 16:40:51
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-25 19:09:56
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-08-18 09:13:11
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-08-28 03:42:37
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-08-25 05:54:07
iPhone,Just got my new iPhone! Loving it so far.,2016-07-24 04:45:11
iPhone,Battery life on the iPhone is excellent.,2016-09-23 07:59:05
Google Pixel,My Google Pixel is slower than expected.,2016-07-27 03:51:53
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-29 08:48:03
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-26 03:07:51
OnePlus,My OnePlus is slower than expected.,2016-08-08 15:24:17
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-01 01:48:45
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-05 22:24:09
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-28 22:09:40
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-18 00:21:32
OnePlus,Really happy with the performance of my new OnePlus.,2016-08-31 00:17:59
iPhone,Really happy with the performance of my new iPhone.,2016-07-16 03:29:56
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-08-10 20:33:15
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-30 23:56:23
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-06 00:31:28
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-20 02:52:36
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-19 10:51:19
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-09-17 01:36:09
iPhone,The camera quality on the iPhone is amazing.,2016-08-22 21:51:38
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-11 09:41:33
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-16 14:33:18
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-14 10:37:31
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-24 23:32:21
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-07-16 23:54:54
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-24 20:11:37
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-17 13:53:26
iPhone,Battery life on the iPhone is excellent.,2016-09-03 01:19:07
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-09-13 20:03:57
OnePlus,The OnePlus has exceeded my expectations!,2016-07-18 12:15:56
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-04 22:00:48
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-17 23:12:10
OnePlus,My OnePlus runs all my apps smoothly.,2016-07-01 06:53:03
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-08-23 11:52:57
Google Pixel,My Google Pixel is slower than expected.,2016-09-27 07:53:56
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-20 09:34:16
OnePlus,Battery life on the OnePlus is excellent.,2016-09-13 08:57:42
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-04 01:26:52
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-16 10:32:23
iPhone,Not too impressed with the iPhone. Expected more.,2016-07-11 01:25:23
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-22 11:31:37
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-01 11:36:46
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-05 08:13:28
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-02 23:38:36
iPhone,My iPhone is slower than expected.,2016-08-27 21:00:05
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-09-18 00:26:04
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-08 05:00:41
